start,end,Date and Time,"Name of the Bus Stop (as displayed on the shelter, if no info is available write the commonly known name)",Survey Location,_Survey Location_latitude,_Survey Location_longitude,_Survey Location_altitude,_Survey Location_precision,"If Location field is not working, please enter coordinates from google maps or paste the location URL",Type of Bus Stop,Condition of Bus Shelter,How is the bus stop positioned relative to the road?,"How is the bus stop positioned relative to the road?/Set back from the road – against a wall, compound, or building edge",How is the bus stop positioned relative to the road?/On the road edge / footpath edge – directly adjacent to traffic,How is the bus stop positioned relative to the road?/The road/footpath is too narrow ,Relationship between Bus Stop and Pedestrians,Is there space behind the bus shelter for pedestrians to walk/wheelchair to move freely?,Is there space between the bus shelter and the road for pedestrians to walk/wheelchair to move freely? ,"Can pedestrians/wheelchair users move past the bus stop on the footpath, without having to step down on the road? ",Is the space behind the bus shelter usable?,How many bus shelters are placed close to each other?,Where do buses typically stop? ,Where do buses typically stop? /At the bus stop – buses pull up to the shelter/marked stop,Where do buses typically stop? /Away from the bus stop – buses stop before or beyond the shelter/marked location,Where do buses typically stop? /Bus stop not clearly marked,Where do buses typically stop? /Unsure / not observed,How far away from the kerb/Bus stop platform does the bus stop?,Tick all access features present at this bus stop,Tick all access features present at this bus stop/Footpath available to reach the bus stop from both directions,"Tick all access features present at this bus stop/Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc",Tick all access features present at this bus stop/Ramp for wheelchair users to access the bus stop,"Tick all access features present at this bus stop/Ramp is in usable condition (not too steep, not broken, nor blocked)",Tick all access features present at this bus stop/Tactile paving for visually impaired users,Tick all access features present at this bus stop/Pedestrian crossing at/close to the bus stop to cross the road?,Tick all access features present at this bus stop/None of the above,Check this box if the bus stop's kerb is higher than 15cms or has steps to access ,Is the bus stop area free of encroachments?,Is there evidence of water-logging or poor drainage around the stop?," How safe does this bus stop feel, particularly at night?", Is the bus stop big enough for the number of people who typically wait here?,Does the bus stop have a roof that shelters people from rain?,Is there adequate shade during the day for people waiting?,Is there adequate lighting at the bus stop during the night?,"If seated at the bus stop, can you clearly see an approaching bus?",Is the seating provided comfortable?,Is the name of the bus stop clearly displayed?,Is bus route information displayed at the stop?,Tick all amenities present at this bus stop,Tick all amenities present at this bus stop/Seating / bench,Tick all amenities present at this bus stop/Sufficient seating for the number of people typically waiting,Tick all amenities present at this bus stop/Dustbin / waste bin,Tick all amenities present at this bus stop/Drinking water (tap or dispenser),Tick all amenities present at this bus stop/Public toilet nearby (within eyesight),Tick all amenities present at this bus stop/CCTV camera,Tick all amenities present at this bus stop/Digital information boards with real time arrival information and service alerts,Tick all amenities present at this bus stop/None of the Above,What is the primary land use or activity near this bus stop?,Does the bus shelter carry advertisements?,Any other observations about this bus stop?,Top 1–2 improvements you would recommend for this stop,Photo of Bus Stop Front,Photo of Bus Stop Front_URL,Photo of Bus Stop from Side ,Photo of Bus Stop from Side _URL,Photo of any other key observation 1 ,Photo of any other key observation 1 _URL,Photo of any other key observation 2 ,Photo of any other key observation 2 _URL,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,meta/rootUuid,_index,city,source_form,latitude,longitude,coordinate_source,location_flag
2026-06-13T13:19:19.324000+05:30,2026-06-13T13:31:02.097000+05:30,2026-06-13T11:15:00+05:30,KALYAN NAGAR ON ORR,13.026518 77.637199 0 0,13.026518,77.637199,0,0,,Stainless Steel Bus Shelter,Satisfactory – minor wear/dusty but usable,"Set back from the road – against a wall, compound, or building edge",1,0,0,,Yes,Yes,Yes,No - It's very unhygienic or feels unsafe to use,2,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,Perfect / Flush (Less than 30 cm): Passengers can step directly from the footpath onto the bus.,Footpath available to reach the bus stop from both directions,1,0,0,0,0,0,0,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material","Yes – signs of standing water, algae, or drainage issues visible","Unsafe – poorly lit, isolated, or has a history of feeling threatening",Yes – adequate space for passengers,Yes – roof is intact and effective,Yes - from both bus shelter AND trees,Unsure / Not observed,"No – sightline is blocked (by structure, advertisement boards, trees, or parked vehicles)",No - the seating is too small to sit comfortably ,"Yes – but faded, small, or difficult to read",Yes – but information seems outdated or unreliable,Seating / bench Sufficient seating for the number of people typically waiting Dustbin / waste bin,1,1,1,0,0,0,0,0,Compound Wall / Dead Edge - No activity near the stop,Yes – advertisements present but passenger information is still clearly visible,It has a BBMP maintained walking path with trees and flowering plants - that pavement needs good maintenance and it is poorly lit,Two good strong LED lamps to illuminate the pathway . Underpass is just adjacent and can be scary at night time,photo_2026-06-13_13-04-16-13_29_56.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/779382908/attachments/attNCnzATDC2iGjL6BFFi9hX/,photo_2026-06-13_13-04-20-13_30_30.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/779382908/attachments/attuCtRi5RUtg2FWNhMC8atc/,photo_2026-06-13_13-04-19-13_30_42.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/779382908/attachments/attQahKhhcRdXXLt7zWSw4an/,photo_2026-06-13_13-04-14-13_30_56.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/779382908/attachments/attVh7bkUnAuaUT44BPNiABk/,779382908,a547ffd2-f1fa-4ee6-b091-fa847b18ffa2,2026-06-13T13:31:03+05:30,,,submitted_via_web,,vNRRNU3SyFqnhy2xMWaa4o,,uuid:a547ffd2-f1fa-4ee6-b091-fa847b18ffa2,56,Bengaluru,Bengaluru,13.026518,77.637199,device_gps,OK
2026-06-14T13:56:46.896000+05:30,2026-06-14T14:07:34.360000+05:30,2026-06-14T13:58:00+05:30,HSR Apartments (towards Agara),12.916996 77.62912 812.5 12.770000457763672,12.916996,77.62912,812.5,12.770000457763672,,"Only ""Bus Stop"" Signboard - No Bus Shelter",,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,No,No,No,,,Bus stop not clearly marked,0,0,1,0,One Step Out (30 cm to 1 meter): Passengers have to step down onto the road surface first to board.,"Footpath available to reach the bus stop from both directions Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc",1,1,0,0,0,0,0,," Yes – fully accessible, no obstructions","Yes – signs of standing water, algae, or drainage issues visible","Somewhat safe – some concerns (e.g., poor visibility, isolated location)",,,Partial – some shade but insufficient,No – inadequate or no lighting at all,,,No – name is missing,No information displayed at all,None of the Above,0,0,0,0,0,0,0,1,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",,,,1000127702-14_7_1.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/780056891/attachments/attrHo8xWoUWa2bpD4b3iSK3/,,,,,,,780056891,a7cd759c-af73-465c-83ce-2805edefcc5d,2026-06-14T14:07:39+05:30,,,submitted_via_web,,vNRRNU3SyFqnhy2xMWaa4o,,uuid:a7cd759c-af73-465c-83ce-2805edefcc5d,57,Bengaluru,Bengaluru,12.916996,77.62912,device_gps,OK
2026-06-14T14:07:34.613000+05:30,2026-06-14T14:22:24.846000+05:30,2026-06-14T14:15:00+05:30,HSR BDA ( Towards Agara),12.916421 77.634523 815 5.300000190734863,12.916421,77.634523,815,5.300000190734863,,No Shelter and No Signboard,,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,No,No,No,,,Bus stop not clearly marked,0,0,1,0,One Step Out (30 cm to 1 meter): Passengers have to step down onto the road surface first to board.,Footpath available to reach the bus stop from both directions Pedestrian crossing at/close to the bus stop to cross the road?,1,0,0,0,0,1,0,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material","Yes – signs of standing water, algae, or drainage issues visible","Somewhat safe – some concerns (e.g., poor visibility, isolated location)",,,No – exposed to full sun,No – inadequate or no lighting at all,,,,,None of the Above,0,0,0,0,0,0,0,1,"Mixed Use - A mix of commercial/residential/office, etc",,Metro construction in progress. Buses stop randomly in a 100m stretch.,,1000127703-14_21_31.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/780064986/attachments/attzUyTQUTc9WmpyHsVQht8k/,,,,,,,780064986,c34c2e11-6103-43b4-b417-7ba0bcfd028a,2026-06-14T14:22:28+05:30,,,submitted_via_web,,vNRRNU3SyFqnhy2xMWaa4o,,uuid:c34c2e11-6103-43b4-b417-7ba0bcfd028a,58,Bengaluru,Bengaluru,12.916421,77.634523,device_gps,OK
2026-06-14T14:22:25.038000+05:30,2026-06-14T14:33:55.047000+05:30,2026-06-14T14:26:00+05:30,HSR BDA (Towards Silk Board),12.91588 77.634182 813.5999755859375 11,12.91588,77.634182,813.5999755859375,11,,Other Metal Bus Shelter (Other than Stainless Steel),Unclean/Poorly Maintained,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,No,No,No,,2,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,One Step Out (30 cm to 1 meter): Passengers have to step down onto the road surface first to board.,Pedestrian crossing at/close to the bus stop to cross the road?,0,0,0,0,0,1,0,," Yes – fully accessible, no obstructions","Yes – signs of standing water, algae, or drainage issues visible","Somewhat safe – some concerns (e.g., poor visibility, isolated location)", No – overcrowded or high number of people standing on the road,Yes – roof is intact and effective,Partial – some shade but insufficient,No – inadequate or no lighting at all,"No – sightline is blocked (by structure, advertisement boards, trees, or parked vehicles)",No - poor back support / posture,No – name is missing,No information displayed at all,Seating / bench,1,0,0,0,0,0,0,0,Compound Wall / Dead Edge - No activity near the stop,Yes – advertisements dominate; passenger information is secondary,,,1000127705-14_31_41.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/780072493/attachments/attGVTc4roJt9bPXVCWGfjPr/,1000127704-14_31_46.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/780072493/attachments/attFdukryMGpWBuR7iqP8jvY/,,,,,780072493,398ca6fc-0a89-46e6-b036-5b13a1e50612,2026-06-14T14:34:00+05:30,,,submitted_via_web,,vNRRNU3SyFqnhy2xMWaa4o,,uuid:398ca6fc-0a89-46e6-b036-5b13a1e50612,59,Bengaluru,Bengaluru,12.91588,77.634182,device_gps,OK
2026-06-14T14:33:55.309000+05:30,2026-06-14T14:52:11.027000+05:30,2026-06-14T14:45:00+05:30,HSR BDA Complex,12.913214 77.638142 810.8999633789062 56.000999450683594,12.913214,77.638142,810.8999633789062,56.000999450683594,,Other Metal Bus Shelter (Other than Stainless Steel),Satisfactory – minor wear/dusty but usable,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,No,No,No,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,Perfect / Flush (Less than 30 cm): Passengers can step directly from the footpath onto the bus.,Footpath available to reach the bus stop from both directions,1,0,0,0,0,0,0,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material","Yes – signs of standing water, algae, or drainage issues visible","Safe – well-lit, visible, and active surroundings",Yes – adequate space for passengers,Yes – roof is intact and effective,Yes - from both bus shelter AND trees,"Yes – lit by nearby street lights, shop fronts, or advertisement boards","No – sightline is blocked (by structure, advertisement boards, trees, or parked vehicles)",No - poor back support / posture,"Yes – but faded, small, or difficult to read",Yes – but information seems outdated or unreliable,Seating / bench Public toilet nearby (within eyesight),1,0,0,0,1,0,0,0,"Mostly commercial - Office buildings, malls, large stores, etc",Yes – advertisements dominate; passenger information is secondary,Start point for airport buses.Very less buses that cater to other locations.,,1000127708-14_51_33.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/780083804/attachments/attb2cV8yQnQUXJADAVA3Tk8/,1000127707-14_51_37.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/780083804/attachments/attKKRwJLivtFYGWGFoWhkqZ/,,,,,780083804,9342eee8-36d0-4c62-a051-9c99b40dca5c,2026-06-14T14:52:19+05:30,,,submitted_via_web,,vNRRNU3SyFqnhy2xMWaa4o,,uuid:9342eee8-36d0-4c62-a051-9c99b40dca5c,60,Bengaluru,Bengaluru,12.913214,77.638142,device_gps,OK
2026-06-15T18:16:26.402000+05:30,2026-06-15T18:24:40.174000+05:30,2026-06-15T18:16:00+05:30,Ragigudda Metro Station (towards Banashankari),12.916959 77.588857 840.2000122070312 24.56999969482422,12.916959,77.588857,840.2000122070312,24.56999969482422,,No Shelter and No Signboard,,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,Yes,No,No,No - It's very unhygienic or feels unsafe to use,,Bus stop not clearly marked,0,0,1,0,One Step Out (30 cm to 1 meter): Passengers have to step down onto the road surface first to board.,"Footpath available to reach the bus stop from both directions Ramp is in usable condition (not too steep, not broken, nor blocked)",1,0,0,1,0,0,0,," Yes – fully accessible, no obstructions",Unsure,"Somewhat safe – some concerns (e.g., poor visibility, isolated location)",,,No – exposed to full sun,Partially – some light but insufficient,,,,,None of the Above,0,0,0,0,0,0,0,1,Other,,"This is an informal stop, against the footpath, right near the Ragigudda metro station.","Better signage and seating would be very helpful. There's also a lot of garbage collected nearby, and there is a bar very close, that may cause discomfort and safety issues",1000437399-18_24_5.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781072258/attachments/attdUwUvKdC8a8o67BjxNBKt/,,,1000437400-18_24_36.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781072258/attachments/attJrbbWZKqHSZhCWZUKvgQe/,,,781072258,3682c02e-3a56-4c0c-838f-a629b21d19c5,2026-06-15T18:24:44+05:30,,,submitted_via_web,,vNRRNU3SyFqnhy2xMWaa4o,,uuid:3682c02e-3a56-4c0c-838f-a629b21d19c5,61,Bengaluru,Bengaluru,12.916959,77.588857,device_gps,OK
2026-06-15T18:24:40.307000+05:30,2026-06-15T18:34:42.453000+05:30,2026-06-15T18:26:00+05:30,Marenahalli Petrol Bunk (Ragigudda Metro Station) towards Central Silk Board,12.9174 77.5894 836.8999633789062 17.76099967956543,12.9174,77.5894,836.8999633789062,17.76099967956543,,Other Metal Bus Shelter (Other than Stainless Steel),Unclean/Poorly Maintained,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,No,Yes,Yes,,2,Away from the bus stop – buses stop before or beyond the shelter/marked location,0,1,0,0,"Way Out in the Road (More than 1 meter): The bus stops far from the footpath, blocking a lane of traffic, forcing people to walk across active traffic to board the bus",Footpath available to reach the bus stop from both directions Pedestrian crossing at/close to the bus stop to cross the road?,1,0,0,0,0,1,0,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material",Unsure,"Somewhat safe – some concerns (e.g., poor visibility, isolated location)",Yes – adequate space for passengers,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Yes - from both bus shelter AND trees,"Yes – lit by nearby street lights, shop fronts, or advertisement boards","No – sightline is blocked (by structure, advertisement boards, trees, or parked vehicles)",No - poor back support / posture,No – name is missing,No information displayed at all,Seating / bench Sufficient seating for the number of people typically waiting,1,1,0,0,0,0,0,0,Other,Yes – advertisements dominate; passenger information is secondary,Buses don't stop at the bus stop because there's a traffic signal right in front.,Clearing the parked vehicles to see the approaching buses; buses actually coming and stopping at the bus stop,1000437401-18_34_6.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781084521/attachments/attaMACV2FWrWN9pHMbG2rno/,1000437402-18_34_10.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781084521/attachments/attVd8PGUvw9LjPFbXuNBCMV/,1000437403-18_34_40.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781084521/attachments/attAd4SpN2HL8jDKDDYR5nQt/,,,781084521,57bedec0-31fa-405e-ad5b-22c5d426681c,2026-06-15T18:34:52+05:30,,,submitted_via_web,,vNRRNU3SyFqnhy2xMWaa4o,,uuid:57bedec0-31fa-405e-ad5b-22c5d426681c,62,Bengaluru,Bengaluru,12.9174,77.5894,device_gps,OK
2026-06-15T18:34:42.612000+05:30,2026-06-15T18:46:29.278000+05:30,2026-06-15T18:40:00+05:30,Ragigudda Temple (towards Central Silk Board),12.916796 77.5932 845.2000122070312 19.393999099731445,12.916796,77.5932,845.2000122070312,19.393999099731445,,Other Metal Bus Shelter (Other than Stainless Steel),Satisfactory – minor wear/dusty but usable,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,Yes,Yes,Yes,Yes - It's free of obstructions and feels safe to use,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,One Step Out (30 cm to 1 meter): Passengers have to step down onto the road surface first to board.,"Footpath available to reach the bus stop from both directions Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc Pedestrian crossing at/close to the bus stop to cross the road?",1,1,0,0,0,1,0,," Yes – fully accessible, no obstructions",Unsure,"Safe – well-lit, visible, and active surroundings", No – overcrowded or high number of people standing on the road,Yes – roof is intact and effective,Yes – sufficient shade from the bus shelter,Yes – the bus shelter itself has a working light,Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",Yes – name is prominently visible and legible,No information displayed at all,Seating / bench,1,0,0,0,0,0,0,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",Yes – advertisements dominate; passenger information is secondary,,"More seating, a little more clean",1000437404-18_45_59.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781099455/attachments/att9S9hagXvuaggFKPLeiXt9/,1000437405-18_46_5.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781099455/attachments/attZ2FenBgKC58ykFxGpo9Ds/,1000437406-18_46_22.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781099455/attachments/attVtmeozmhfvBAAVATCsGYR/,,,781099455,dfc9664f-5970-4629-ae12-04e15b189ef1,2026-06-15T18:46:47+05:30,,,submitted_via_web,,vNRRNU3SyFqnhy2xMWaa4o,,uuid:dfc9664f-5970-4629-ae12-04e15b189ef1,63,Bengaluru,Bengaluru,12.916796,77.5932,device_gps,OK
2026-06-15T18:46:29.433000+05:30,2026-06-15T19:00:32.995000+05:30,2026-06-15T18:54:00+05:30,"Jayanagar East (East End Jayanagara, Towards Carmel Convent Jayanagara)",12.917428 77.596835 840 11.47599983215332,12.917428,77.596835,840,11.47599983215332,,Other Metal Bus Shelter (Other than Stainless Steel),Satisfactory – minor wear/dusty but usable,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,Yes,Yes,Yes,No - It's obstructed due to encroachment ,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,One Step Out (30 cm to 1 meter): Passengers have to step down onto the road surface first to board.,Footpath available to reach the bus stop from both directions,1,0,0,0,0,0,0,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material",Unsure,"Safe – well-lit, visible, and active surroundings",Yes – adequate space for passengers,Yes – roof is intact and effective,Yes – sufficient shade from the bus shelter,"Yes – lit by nearby street lights, shop fronts, or advertisement boards",Yes – clear sightline to see the approaching buses,"Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",Yes – name is prominently visible and legible,No information displayed at all,Seating / bench Sufficient seating for the number of people typically waiting,1,1,0,0,0,0,0,0,"Mixed Use - A mix of commercial/residential/office, etc",Yes – advertisements present but passenger information is still clearly visible,The footpath is very high and pretty broken up,"Ramps, easier to climb footpath, paving/fixing the footpath",1000437411-19_0_3.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781116360/attachments/attUBHviXp74gy2Tnbs8pTKS/,1000437407-19_0_9.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781116360/attachments/attzECNkrajRFAQgmd6pPj9a/,1000437412-19_0_29.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781116360/attachments/attj84nhzaVUBZiqkbn5QH2i/,,,781116360,5b327314-9552-4e51-9dcc-cd3d7bc20459,2026-06-15T19:00:37+05:30,,,submitted_via_web,,vNRRNU3SyFqnhy2xMWaa4o,,uuid:5b327314-9552-4e51-9dcc-cd3d7bc20459,64,Bengaluru,Bengaluru,12.917428,77.596835,device_gps,OK
2026-06-15T19:00:33.148000+05:30,2026-06-15T19:15:55.284000+05:30,2026-06-15T19:11:00+05:30,MICO Layout (towards Central Silk Board),12.916883 77.603027 838.5 14.491000175476074,12.916883,77.603027,838.5,14.491000175476074,,No Shelter and No Signboard,,"Set back from the road – against a wall, compound, or building edge",1,0,0,,No,Yes,Yes,,,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,One Step Out (30 cm to 1 meter): Passengers have to step down onto the road surface first to board.,"Footpath available to reach the bus stop from both directions Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc",1,1,0,0,0,0,0,," Yes – fully accessible, no obstructions",Unsure,"Safe – well-lit, visible, and active surroundings",,,No – exposed to full sun,"Yes – lit by nearby street lights, shop fronts, or advertisement boards",,,,,None of the Above,0,0,0,0,0,0,0,1,"Mixed Use - A mix of commercial/residential/office, etc",,"There's no bus stop signage. The pedestrian crossing is also in the middle of the road, on one of the busiest roads, making it extremely dangerous.","Having signage, seating, and shade",1000437415-19_14_56.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781132315/attachments/attEYHNAbyfog3DQUisyTGQy/,1000437414-19_15_6.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781132315/attachments/attogDQL74VzSCzcChY8XQSR/,1000437416-19_15_51.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781132315/attachments/att9J9L75aoU4RMcFHhtHCXp/,,,781132315,54bfe64b-1762-4fc0-a13a-897e128f2d72,2026-06-15T19:16:03+05:30,,,submitted_via_web,,vNRRNU3SyFqnhy2xMWaa4o,,uuid:54bfe64b-1762-4fc0-a13a-897e128f2d72,65,Bengaluru,Bengaluru,12.916883,77.603027,device_gps,OK
2026-06-15T22:36:28.731000+05:30,2026-06-26T21:22:32.555000+05:30,2026-06-15T16:00:00+05:30,RT Nagar Post Office ( towards Mekhri),13.021886 77.59261 0 0,13.021886,77.59261,0,0,,Other Metal Bus Shelter (Other than Stainless Steel),Satisfactory – minor wear/dusty but usable,On the road edge / footpath edge – directly adjacent to traffic,0,1,0,,Yes,No,Yes,Yes - It's free of obstructions and feels safe to use,2,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,"Way Out in the Road (More than 1 meter): The bus stops far from the footpath, blocking a lane of traffic, forcing people to walk across active traffic to board the bus",Footpath available to reach the bus stop from both directions,1,0,0,0,0,0,0,,Heavily encroached – the stop is largely unusable because of obstructions,"Yes – signs of standing water, algae, or drainage issues visible","Safe – well-lit, visible, and active surroundings",Yes – adequate space for passengers,"Yes – but the roof is inadequate (too tall, too small, gaps, or partial coverage)",Yes - from both bus shelter AND trees,Yes – the bus shelter itself has a working light,"No – sightline is blocked (by structure, advertisement boards, trees, or parked vehicles)",No - the seating is too small to sit comfortably ,No – name is missing,No information displayed at all,Seating / bench,1,0,0,0,0,0,0,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",Yes – advertisements dominate; passenger information is secondary,"Of the 2 bus stops, one is very new. Advertisement is prominent , loud with no stop name or bus information","Stop name & bus information board. No parking zone, cobbler shop encroaches with no adequate space for wheelchairspace",1000500320-22_48_1.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781337422/attachments/attF5KpgKCpai8NGaaFQHrW3/,1000500322-22_48_26.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781337422/attachments/att9FerQpbXeZZcFZnBuUVKc/,1000500319-22_48_49.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781337422/attachments/attH7ZqZ8Jx5xozkfvXwKxYy/,,,781337422,32fcd9b0-efd2-498f-bc3d-10cd4e1ac911,2026-06-15T22:49:09+05:30,,,submitted_via_web,,vNRRNU3SyFqnhy2xMWaa4o,,uuid:a5f5db2c-840d-45f9-af3a-d28fc7a165e9,66,Bengaluru,Bengaluru,13.021886,77.59261,device_gps,OK
2026-06-15T22:49:06.032000+05:30,2026-06-26T21:21:25.966000+05:30,2026-06-15T16:15:00+05:30,RT nagar post office( towards cbi rd),13.022678 77.592514 0 0,13.022678,77.592514,0,0,,Other Metal Bus Shelter (Other than Stainless Steel),Satisfactory – minor wear/dusty but usable,"Set back from the road – against a wall, compound, or building edge",1,0,0,,No,No,No,,1 - this is a standalone shelter ,At the bus stop – buses pull up to the shelter/marked stop,1,0,0,0,"Way Out in the Road (More than 1 meter): The bus stops far from the footpath, blocking a lane of traffic, forcing people to walk across active traffic to board the bus","Footpath available to reach the bus stop from both directions Footpath is walkable and free of encroachment like parking, vendors, utility boxes, garbage, etc",1,1,0,0,0,0,0,,"Partially encroached – e.g., vendors, parked two-wheelers, auto-rickshaws, construction material","Yes – signs of standing water, algae, or drainage issues visible","Safe – well-lit, visible, and active surroundings",Yes – adequate space for passengers,Yes – roof is intact and effective,Yes – sufficient shade from the bus shelter,Yes – the bus shelter itself has a working light,"No – sightline is blocked (by structure, advertisement boards, trees, or parked vehicles)","Yes - the seating is of the right height, width, and depth to sit comfortably while waiting for the bus",Yes – name is prominently visible and legible,Yes – route list is prominently displayed and appears current,Seating / bench Sufficient seating for the number of people typically waiting Digital information boards with real time arrival information and service alerts,1,1,0,0,0,0,1,0,"Mostly commercial - Retail shops. restaurants, cafes, markets, etc",Yes – advertisements present but passenger information is still clearly visible,Aesthetically not great. But large bus stop ( like 2 combined in 1) . But very functional with stop n bus information,Make it visually attractive. Difficult to see bus stop til you reach it on same footpath side,1000500328-22_55_31.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781343870/attachments/attjLWeiTfK4wnes2yoP5Fa5/,1000500330-22_55_53.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781343870/attachments/attXuSWxh5etAEWza4wNW6hk/,1000500327-22_56_9.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781343870/attachments/attZbXb3DySs83tzKJKtRAYU/,1000500326-22_56_23.jpg,https://kf.kobotoolbox.org/api/v2/assets/am66CJhKEj8dCTL49UQSNG/data/781343870/attachments/atte9eLm4wGX3Rndxv5X63TN/,781343870,10f97500-6efb-4def-9dcd-f6228ffa4269,2026-06-15T22:56:36+05:30,,,submitted_via_web,,vNRRNU3SyFqnhy2xMWaa4o,,uuid:631a16d5-5d34-4adb-b54f-cbb85f5f88a4,67,Bengaluru,Bengaluru,13.022678,77.592514,device_gps,OK
